scene,dur,scene_a,scene_b,cor_resp,jitter,path,cond,Instructions5.thisRepN,Instructions5.thisTrialN,Instructions5.thisN,Instructions5.thisIndex,Int_All_Runs.thisRepN,Int_All_Runs.thisTrialN,Int_All_Runs.thisN,Int_All_Runs.thisIndex,Int_Run.thisRepN,Int_Run.thisTrialN,Int_Run.thisN,Int_Run.thisIndex,key_resp_8.keys,key_resp_8.rt,Resp.keys,Resp.corr,Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
1.png,6.086626126799201,7.png,12.png,j,6.827213366640708,blue,Int,,,,,1,0,1,0,0,12,12,12,,,j,1,1.9507545100000243,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
13.png,5.483427109497764,2.png,8.png,k,5.18917139500937,blue,Int,,,,,1,0,1,0,0,13,13,13,,,k,1,1.0991393220001555,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
8.png,5.224048312977713,2.png,16.png,j,6.602282562140315,blue,Int,,,,,1,0,1,0,0,14,14,14,,,j,1,1.7119940849997874,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
2.png,7.27322930448215,14.png,16.png,k,6.756803893540106,blue,Int,,,,,1,0,1,0,0,15,15,15,,,k,1,2.1343380110001817,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
10.png,8.720847099623713,12.png,7.png,k,5.912570421219081,green,No_Int,,,,,1,0,1,0,0,16,16,16,,,k,1,2.301350810999793,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
9.png,5.601367636828621,11.png,10.png,k,6.547176129826711,green,No_Int,,,,,1,0,1,0,0,17,17,17,,,j,0,2.14221788299983,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
3.png,7.656595670361066,2.png,1.png,k,5.064336844453393,green,No_Int,,,,,1,0,1,0,0,18,18,18,,,k,1,2.13039795900022,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
6.png,7.609543932621952,9.png,4.png,k,5.117118284999891,green,No_Int,,,,,1,0,1,0,0,19,19,19,,,k,1,1.3645650499997828,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
8.png,5.089354983496033,16.png,5.png,j,5.459495575760207,green,No_Int,,,,,1,0,1,0,0,20,20,20,,,j,1,1.3926256229997307,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
5.png,8.885794129796885,13.png,1.png,j,6.28882400786843,green,No_Int,,,,,1,0,1,0,0,21,21,21,,,j,1,2.151756891000332,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
13.png,5.625160640593464,15.png,16.png,j,6.855873675520636,green,No_Int,,,,,1,0,1,0,0,22,22,22,,,j,1,2.2670567699997264,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
14.png,7.293069863643782,10.png,7.png,j,5.453181497084858,green,No_Int,,,,,1,0,1,0,0,23,23,23,,,j,1,1.8192117160001544,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
11.png,7.255224187259257,9.png,12.png,k,6.378583481739303,green,No_Int,,,,,2,0,2,0,0,0,0,0,,,k,1,1.8976209630000085,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
6.png,5.702871489744505,14.png,12.png,k,5.004401993231635,green,No_Int,,,,,2,0,2,0,0,1,1,1,,,k,1,2.0907114779997755,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
9.png,5.84255773706214,10.png,14.png,k,6.038478213397369,green,No_Int,,,,,2,0,2,0,0,2,2,2,,,None,0,,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
8.png,7.224830853485822,5.png,15.png,k,5.350811740705376,green,No_Int,,,,,2,0,2,0,0,3,3,3,,,k,1,1.114667876999647,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
12.png,5.763307917965983,6.png,9.png,k,6.997711728893151,green,No_Int,,,,,2,0,2,0,0,4,4,4,,,k,1,0.9089293080000971,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
14.png,7.237418020447953,11.png,7.png,j,5.89466567702124,green,No_Int,,,,,2,0,2,0,0,5,5,5,,,j,1,1.3024782620000224,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
3.png,7.908279682222176,2.png,15.png,k,5.026842477067137,green,No_Int,,,,,2,0,2,0,0,6,6,6,,,j,0,2.289289538000048,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
5.png,8.042225209210157,8.png,15.png,j,5.898442297914034,green,No_Int,,,,,2,0,2,0,0,7,7,7,,,j,1,1.2961321279999538,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
4.png,8.21381892318557,5.png,11.png,k,5.011214772679914,blue,Int,,,,,2,0,2,0,0,8,8,8,,,k,1,1.428390266000406,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
15.png,5.636651535056231,5.png,2.png,j,6.345254036057356,blue,Int,,,,,2,0,2,0,0,9,9,9,,,j,1,1.192719933999797,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
13.png,6.998194439184031,2.png,8.png,k,5.581001162928275,blue,Int,,,,,2,0,2,0,0,10,10,10,,,k,1,1.2001436420000573,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
7.png,7.865210103769972,4.png,6.png,k,5.673405252480091,blue,Int,,,,,2,0,2,0,0,11,11,11,,,k,1,1.2364877800000613,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
5.png,6.927971444826472,2.png,16.png,j,6.480475405587502,blue,Int,,,,,2,0,2,0,0,12,12,12,,,j,1,1.533379984000021,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
1.png,7.176978992238295,12.png,6.png,k,6.19025976413662,blue,Int,,,,,2,0,2,0,0,13,13,13,,,k,1,1.8053604930000802,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
10.png,8.395196229032782,15.png,13.png,k,6.926427285659752,blue,Int,,,,,2,0,2,0,0,14,14,14,,,k,1,1.6382823640001334,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
2.png,5.553215363268439,14.png,7.png,k,5.809257374905764,blue,Int,,,,,2,0,2,0,0,15,15,15,,,k,1,2.1413998750003884,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
9.png,6.49056120529326,15.png,5.png,j,6.097139775865401,blue,Int,,,,,2,0,2,0,0,16,16,16,,,j,1,1.6205348439998488,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
6.png,7.311876340772004,12.png,4.png,j,6.676990077912009,blue,Int,,,,,2,0,2,0,0,17,17,17,,,j,1,1.3070515499998692,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
14.png,5.896941192029823,10.png,6.png,k,6.713917336422097,blue,Int,,,,,2,0,2,0,0,18,18,18,,,k,1,1.2873159140003736,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
3.png,5.367761164062975,16.png,1.png,k,6.310295116316958,blue,Int,,,,,2,0,2,0,0,19,19,19,,,k,1,1.3940544449997105,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
12.png,8.958326092966374,11.png,13.png,j,5.895582898311595,blue,Int,,,,,2,0,2,0,0,20,20,20,,,j,1,1.5527758799998992,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
8.png,5.237390797142064,3.png,16.png,j,5.626453000485195,blue,Int,,,,,2,0,2,0,0,21,21,21,,,j,1,1.62002564300019,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
16.png,8.21288277421123,12.png,6.png,k,5.706130704888646,blue,Int,,,,,2,0,2,0,0,22,22,22,,,k,1,1.3036808480001127,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
11.png,6.902079132024265,2.png,5.png,k,5.530001039242181,blue,Int,,,,,2,0,2,0,0,23,23,23,,,k,1,1.3649942750002992,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
15.png,8.173072933293241,8.png,1.png,j,6.494842458999407,blue,Int,,,,,3,0,3,0,0,0,0,0,,,j,1,1.7464310819996172,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
1.png,7.01403186512974,14.png,6.png,j,6.631890876249738,blue,Int,,,,,3,0,3,0,0,1,1,1,,,j,1,1.6086796339996,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
12.png,8.941560076745926,11.png,13.png,j,6.540137833524533,blue,Int,,,,,3,0,3,0,0,2,2,2,,,j,1,1.2148706369998763,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
3.png,8.287935033011891,14.png,7.png,k,5.177786426179889,blue,Int,,,,,3,0,3,0,0,3,3,3,,,k,1,1.7290933809999842,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
11.png,6.16293089909836,8.png,15.png,k,6.723943608575604,blue,Int,,,,,3,0,3,0,0,4,4,4,,,k,1,1.3815732279999793,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
4.png,8.801820894269923,5.png,9.png,k,5.850640396650729,blue,Int,,,,,3,0,3,0,0,5,5,5,,,k,1,1.218445022999731,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
8.png,7.384829487222348,1.png,7.png,j,5.810024077627193,blue,Int,,,,,3,0,3,0,0,6,6,6,,,j,1,1.56911854900045,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
13.png,8.710899927411248,8.png,3.png,j,6.886740466011403,blue,Int,,,,,3,0,3,0,0,7,7,7,,,j,1,1.6341316799998822,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
14.png,5.820356840257742,6.png,12.png,j,6.526389811387947,blue,Int,,,,,3,0,3,0,0,8,8,8,,,j,1,1.1382844260006095,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
5.png,6.413274515684289,16.png,1.png,k,6.610500683466421,blue,Int,,,,,3,0,3,0,0,9,9,9,,,k,1,1.5696616000004724,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
10.png,5.966869281510995,15.png,13.png,k,6.726208771056231,blue,Int,,,,,3,0,3,0,0,10,10,10,,,k,1,1.3049434149997978,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
2.png,8.646454826501701,7.png,14.png,j,5.700406377223821,blue,Int,,,,,3,0,3,0,0,11,11,11,,,j,1,1.3078922179993242,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
6.png,7.450324040454566,12.png,9.png,j,5.064959270706479,blue,Int,,,,,3,0,3,0,0,12,12,12,,,j,1,1.3968908150000061,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
9.png,6.798843452939664,13.png,8.png,j,6.61168732972031,blue,Int,,,,,3,0,3,0,0,13,13,13,,,j,1,1.3692515749999075,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
7.png,7.142360495382126,6.png,10.png,j,5.141769430965216,blue,Int,,,,,3,0,3,0,0,14,14,14,,,j,1,1.292852337000113,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
16.png,5.011367297373006,7.png,6.png,j,6.672276209446795,blue,Int,,,,,3,0,3,0,0,15,15,15,,,j,1,2.577277767999476,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
16.png,5.649901589807998,8.png,13.png,k,6.669834233118829,green,No_Int,,,,,3,0,3,0,0,16,16,16,,,k,1,1.8009406299997863,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
1.png,7.949034482248097,15.png,16.png,j,6.970491391672544,green,No_Int,,,,,3,0,3,0,0,17,17,17,,,j,1,1.6258134400004565,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
15.png,7.646332789582082,5.png,3.png,j,6.633368147254931,green,No_Int,,,,,3,0,3,0,0,18,18,18,,,j,1,1.69783936299973,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
4.png,6.376260231807531,7.png,9.png,j,6.83353951611888,green,No_Int,,,,,3,0,3,0,0,19,19,19,,,j,1,1.0254578009999022,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
13.png,6.477356713109145,16.png,2.png,k,5.355691936648679,green,No_Int,,,,,3,0,3,0,0,20,20,20,,,k,1,2.353417167999396,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
2.png,6.545660804460523,13.png,5.png,k,6.983866197374789,green,No_Int,,,,,3,0,3,0,0,21,21,21,,,k,1,1.4463591630001247,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
10.png,7.327211284919685,7.png,6.png,k,5.869475931698137,green,No_Int,,,,,3,0,3,0,0,22,22,22,,,k,1,1.4853333840001142,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
7.png,6.267759350540323,10.png,11.png,j,5.782444117749408,green,No_Int,,,,,3,0,3,0,0,23,23,23,,,j,1,1.3670830999999453,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,32,001,2019_Oct_27_1350,Integration Scanner Trials,3.0.1,59.542112698329156,
