scene,dur,scene_a,scene_b,cor_resp,jitter,path,cond,Instructions5.thisRepN,Instructions5.thisTrialN,Instructions5.thisN,Instructions5.thisIndex,Int_All_Runs.thisRepN,Int_All_Runs.thisTrialN,Int_All_Runs.thisN,Int_All_Runs.thisIndex,Int_Run.thisRepN,Int_Run.thisTrialN,Int_Run.thisN,Int_Run.thisIndex,key_resp_8.keys,key_resp_8.rt,Resp.keys,Resp.corr,Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
4.png,8.647544563847998,12.png,15.png,k,5.45940356982619,blue,No_Int,,,,,0,0,0,0,0,21,21,21,,,k,1,2.567152356999941,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
1.png,5.744417217666408,3.png,13.png,k,6.377580349365187,blue,No_Int,,,,,0,0,0,0,0,22,22,22,,,k,1,2.2276250630002323,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
10.png,7.516182566717262,9.png,5.png,j,6.922306344374829,blue,No_Int,,,,,0,0,0,0,0,23,23,23,,,j,1,2.0798224969985313,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
11.png,6.07818722030009,4.png,13.png,j,6.516305827874917,blue,No_Int,,,,,1,0,1,0,0,0,0,0,,,k,0,2.4256032739995135,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
12.png,5.991197601606137,11.png,4.png,j,5.168712836879901,blue,No_Int,,,,,1,0,1,0,0,1,1,1,,,j,1,1.2224065970003721,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
14.png,6.558599555435968,1.png,13.png,k,6.094787774771203,blue,No_Int,,,,,1,0,1,0,0,2,2,2,,,k,1,1.5675793239988707,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
16.png,6.991228879730236,9.png,5.png,j,6.145455938673945,blue,No_Int,,,,,1,0,1,0,0,3,3,3,,,j,1,1.7176423459986836,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
8.png,8.103987786487501,9.png,7.png,j,6.635062117358636,blue,No_Int,,,,,1,0,1,0,0,4,4,4,,,j,1,2.70263637700009,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
13.png,7.636551678924324,12.png,1.png,j,5.005349922594168,blue,No_Int,,,,,1,0,1,0,0,5,5,5,,,j,1,1.4555241019988898,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
3.png,6.781485313038846,11.png,1.png,k,6.264646041417891,blue,No_Int,,,,,1,0,1,0,0,6,6,6,,,k,1,2.809547410999585,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
2.png,8.764543343923279,7.png,5.png,j,5.748224147783194,blue,No_Int,,,,,1,0,1,0,0,7,7,7,,,j,1,1.322320672999922,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
3.png,5.943924246632513,14.png,8.png,j,6.399694697167879,green,Int,,,,,1,0,1,0,0,8,8,8,,,j,1,2.2489878489996045,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
8.png,8.284620523297685,5.png,9.png,j,5.201860925080224,green,Int,,,,,1,0,1,0,0,9,9,9,,,j,1,1.8030222620000131,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
4.png,6.506925051929597,14.png,3.png,k,5.070460784599544,green,Int,,,,,1,0,1,0,0,10,10,10,,,k,1,2.639406782000151,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
10.png,6.961907953678915,6.png,15.png,j,6.017999932257912,green,Int,,,,,1,0,1,0,0,11,11,11,,,j,1,1.3944858520007983,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
1.png,6.410808975586077,16.png,14.png,k,6.805401440362999,green,Int,,,,,1,0,1,0,0,12,12,12,,,k,1,1.38238463199923,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
15.png,7.604170185097702,3.png,12.png,k,6.919793936925794,green,Int,,,,,1,0,1,0,0,13,13,13,,,k,1,1.6151612150006258,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
2.png,6.244552120632703,6.png,15.png,j,6.497772365954263,green,Int,,,,,1,0,1,0,0,14,14,14,,,j,1,1.2243396519988892,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
13.png,7.39878822444892,1.png,14.png,j,5.285287580234479,green,Int,,,,,1,0,1,0,0,15,15,15,,,k,0,2.267582604999916,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
5.png,8.258880545213698,15.png,6.png,k,6.815800120987403,green,Int,,,,,1,0,1,0,0,16,16,16,,,k,1,1.8069222169997374,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
16.png,8.804018144209858,8.png,7.png,k,5.771283481031613,green,Int,,,,,1,0,1,0,0,17,17,17,,,k,1,1.5530516259987053,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
7.png,8.108953972224377,10.png,9.png,j,6.232685159238593,green,Int,,,,,1,0,1,0,0,18,18,18,,,j,1,1.863628274999428,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
6.png,5.410409992129461,4.png,12.png,k,5.672860134875367,green,Int,,,,,1,0,1,0,0,19,19,19,,,k,1,1.8881012439996994,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
9.png,6.82168392230737,12.png,11.png,k,5.876327570084662,green,Int,,,,,1,0,1,0,0,20,20,20,,,k,1,2.0803207290009595,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
11.png,6.44829164181864,4.png,3.png,j,6.654712386404176,green,Int,,,,,1,0,1,0,0,21,21,21,,,j,1,1.1327647359994444,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
14.png,8.03939205519051,5.png,10.png,k,5.213003465620507,green,Int,,,,,1,0,1,0,0,22,22,22,,,k,1,1.9583674469995458,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
12.png,6.418457609450273,16.png,4.png,k,6.972696509839746,green,Int,,,,,1,0,1,0,0,23,23,23,,,k,1,1.8812095979992591,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
4.png,5.37812866868145,16.png,1.png,k,6.034065109041665,green,Int,,,,,2,0,2,0,0,0,0,0,,,None,0,,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
2.png,7.147612258212893,13.png,11.png,k,6.670046472092038,green,Int,,,,,2,0,2,0,0,1,1,1,,,k,1,2.805175841000164,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
10.png,5.078915490330386,15.png,5.png,k,6.154046138312743,green,Int,,,,,2,0,2,0,0,2,2,2,,,k,1,1.9873107080002228,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
1.png,7.98962887743548,8.png,10.png,j,5.337789302572055,green,Int,,,,,2,0,2,0,0,3,3,3,,,j,1,2.5994037950003985,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
11.png,5.255439910580451,13.png,1.png,j,5.051307134885624,green,Int,,,,,2,0,2,0,0,4,4,4,,,j,1,1.5523455059992557,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
5.png,8.274835498446858,6.png,15.png,j,6.71337435918101,green,Int,,,,,2,0,2,0,0,5,5,5,,,j,1,1.2265780650013767,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
16.png,8.241828493110456,8.png,5.png,j,5.526332019693411,green,Int,,,,,2,0,2,0,0,6,6,6,,,j,1,1.6110732149991236,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
7.png,6.64023976767145,9.png,5.png,k,6.495366042033681,green,Int,,,,,2,0,2,0,0,7,7,7,,,k,1,2.0475242090014945,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
14.png,6.775611320266626,8.png,7.png,k,5.973284084069771,green,Int,,,,,2,0,2,0,0,8,8,8,,,k,1,1.552212683000107,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
6.png,8.250924136490713,4.png,12.png,k,6.39480222312831,green,Int,,,,,2,0,2,0,0,9,9,9,,,k,1,1.3054627569999866,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
3.png,7.730593208919627,16.png,8.png,j,5.606854629432064,green,Int,,,,,2,0,2,0,0,10,10,10,,,j,1,1.6024505339992174,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
15.png,5.830927786509953,12.png,4.png,j,6.179504570709321,green,Int,,,,,2,0,2,0,0,11,11,11,,,j,1,2.05429605000063,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
8.png,6.127536533931186,6.png,10.png,k,5.02623943875251,green,Int,,,,,2,0,2,0,0,12,12,12,,,k,1,1.0522653030002402,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
9.png,7.949144447243468,13.png,12.png,j,6.391687078186701,green,Int,,,,,2,0,2,0,0,13,13,13,,,None,0,,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
13.png,7.76920894715437,12.png,3.png,j,5.397671505478717,green,Int,,,,,2,0,2,0,0,14,14,14,,,j,1,1.2994722820003517,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
12.png,7.783153190338716,3.png,14.png,j,5.702642231068464,green,Int,,,,,2,0,2,0,0,15,15,15,,,j,1,1.2244513319983525,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
10.png,6.534691996803552,5.png,6.png,j,6.239636940014183,blue,No_Int,,,,,2,0,2,0,0,16,16,16,,,j,1,1.5450473459986824,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
15.png,5.177644362674878,12.png,14.png,j,5.64252807019805,blue,No_Int,,,,,2,0,2,0,0,17,17,17,,,j,1,1.4120528359999298,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
7.png,7.229455627898531,5.png,8.png,j,6.565981644545474,blue,No_Int,,,,,2,0,2,0,0,18,18,18,,,j,1,0.9979419659994164,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
5.png,6.236372260827695,8.png,10.png,j,6.63735186291997,blue,No_Int,,,,,2,0,2,0,0,19,19,19,,,j,1,1.9726583939991542,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
6.png,5.989647942495036,16.png,9.png,j,5.0827950948636,blue,No_Int,,,,,2,0,2,0,0,20,20,20,,,None,0,,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
12.png,5.352005430486779,13.png,14.png,k,6.594826468492227,blue,No_Int,,,,,2,0,2,0,0,21,21,21,,,k,1,2.142875085999549,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
1.png,7.226154938748676,3.png,13.png,k,5.675710899639981,blue,No_Int,,,,,2,0,2,0,0,22,22,22,,,j,0,1.9715941289996408,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
4.png,8.594466541322033,12.png,13.png,k,6.169846576870765,blue,No_Int,,,,,2,0,2,0,0,23,23,23,,,k,1,1.5871755150001263,29,001,2019_Oct_09_1354,Integration Scanner Trials,3.0.1,59.68198953172145,
