scene,dur,scene_a,scene_b,cor_resp,jitter,path,cond,Instructions5.thisRepN,Instructions5.thisTrialN,Instructions5.thisN,Instructions5.thisIndex,Int_All_Runs.thisRepN,Int_All_Runs.thisTrialN,Int_All_Runs.thisN,Int_All_Runs.thisIndex,Int_Run.thisRepN,Int_Run.thisTrialN,Int_Run.thisN,Int_Run.thisIndex,key_resp_8.keys,key_resp_8.rt,Resp.keys,Resp.corr,Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
15.png,7.407826887956409,7.png,13.png,j,5.550012875247746,blue,Int,,,,,0,0,0,0,0,10,10,10,,,j,1,2.9245195009998497,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,8.883190182928889,3.png,12.png,j,5.30305455813608,blue,Int,,,,,0,0,0,0,0,11,11,11,,,j,1,0.968955953999739,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,7.771170098212606,3.png,13.png,k,6.167600104880813,blue,Int,,,,,0,0,0,0,0,12,12,12,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,6.631308444475827,2.png,8.png,k,6.429703225936443,blue,Int,,,,,0,0,0,0,0,13,13,13,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,6.082775656611309,7.png,6.png,k,6.543068281379196,blue,Int,,,,,0,0,0,0,0,14,14,14,,,k,1,1.919194711000273,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,6.316484987449373,7.png,3.png,j,6.451090855042102,blue,Int,,,,,0,0,0,0,0,15,15,15,,,j,1,2.550613694000276,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
7.png,8.050498969541385,11.png,5.png,j,6.799780206931507,green,No_Int,,,,,0,0,0,0,0,16,16,16,,,j,1,2.114736666999761,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
3.png,6.576370099955009,7.png,13.png,j,5.239937786023857,green,No_Int,,,,,0,0,0,0,0,17,17,17,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
4.png,7.142610952499638,2.png,10.png,k,5.38645873385666,green,No_Int,,,,,0,0,0,0,0,18,18,18,,,j,0,2.506382742000369,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
12.png,5.518979574887004,4.png,10.png,j,6.461827617557711,green,No_Int,,,,,0,0,0,0,0,19,19,19,,,j,1,1.6314396779998788,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
10.png,7.351450040546171,9.png,12.png,j,6.684219610615585,green,No_Int,,,,,0,0,0,0,0,20,20,20,,,j,1,1.8119398329999967,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,7.919228903211554,15.png,14.png,j,5.050359403450195,green,No_Int,,,,,0,0,0,0,0,21,21,21,,,j,1,2.864305279999826,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,6.345791879736007,7.png,11.png,j,5.726431674413055,green,No_Int,,,,,0,0,0,0,0,22,22,22,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
15.png,6.192346116834612,2.png,9.png,j,6.0256730211836,green,No_Int,,,,,0,0,0,0,0,23,23,23,,,j,1,1.9131929329996638,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,5.909853346444899,1.png,13.png,k,6.773428197804133,blue,Int,,,,,1,0,1,0,0,0,0,0,,,k,1,1.4020852970002124,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
12.png,6.697711708586669,2.png,9.png,j,6.863226170898337,blue,Int,,,,,1,0,1,0,0,1,1,1,,,j,1,2.155015917000128,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
10.png,7.601513295482622,2.png,14.png,j,6.79352165614813,blue,Int,,,,,1,0,1,0,0,2,2,2,,,j,1,2.6664657499995883,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
8.png,8.204823997962707,15.png,9.png,k,6.899304516200152,blue,Int,,,,,1,0,1,0,0,3,3,3,,,j,0,2.346171639000204,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,6.175703376199717,12.png,10.png,k,6.019731518908366,blue,Int,,,,,1,0,1,0,0,4,4,4,,,k,1,1.9318162829999892,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
3.png,5.994986714264412,10.png,11.png,k,5.66415088809273,blue,Int,,,,,1,0,1,0,0,5,5,5,,,k,1,0.8253019619996849,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
4.png,5.609382790588387,15.png,14.png,k,6.23853443300991,blue,Int,,,,,1,0,1,0,0,6,6,6,,,k,1,2.6642618600003516,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,5.818244881101293,7.png,6.png,k,6.258317584501922,blue,Int,,,,,1,0,1,0,0,7,7,7,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
16.png,6.037502646666557,7.png,5.png,k,5.338080304682144,blue,Int,,,,,1,0,1,0,0,8,8,8,,,j,0,2.527131754000038,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
15.png,5.588012114359469,13.png,7.png,k,6.391193628925704,blue,Int,,,,,1,0,1,0,0,9,9,9,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,5.144523052528347,12.png,11.png,k,6.061419929913457,blue,Int,,,,,1,0,1,0,0,10,10,10,,,k,1,1.348501897999995,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,6.598687334259833,3.png,13.png,k,5.66168988068303,blue,Int,,,,,1,0,1,0,0,11,11,11,,,k,1,1.5912711290002335,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
7.png,5.845180148068683,11.png,10.png,j,5.981837156431423,blue,Int,,,,,1,0,1,0,0,12,12,12,,,j,1,2.067776901000343,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
14.png,6.350463729528942,9.png,15.png,j,6.313331916994079,blue,Int,,,,,1,0,1,0,0,13,13,13,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
1.png,8.353579218088111,8.png,4.png,j,5.718558353690884,blue,Int,,,,,1,0,1,0,0,14,14,14,,,j,1,1.8880184019999433,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
2.png,8.375661163490436,16.png,15.png,k,5.627176869504209,blue,Int,,,,,1,0,1,0,0,15,15,15,,,k,1,1.9990319809999164,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
1.png,8.811246773806516,7.png,11.png,j,5.644477169974323,green,No_Int,,,,,1,0,1,0,0,16,16,16,,,k,0,2.888407810999979,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,8.832390364355657,13.png,3.png,j,5.866498089126626,green,No_Int,,,,,1,0,1,0,0,17,17,17,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,7.273616093658147,16.png,1.png,k,5.096387531363095,green,No_Int,,,,,1,0,1,0,0,18,18,18,,,k,1,1.5770377129997541,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
14.png,5.612961223838981,2.png,12.png,j,6.936884315467523,green,No_Int,,,,,1,0,1,0,0,19,19,19,,,j,1,1.8363957480000863,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
2.png,5.40869142758083,4.png,15.png,j,6.080663253840629,green,No_Int,,,,,1,0,1,0,0,20,20,20,,,j,1,2.4739584569997533,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
8.png,6.594833673734422,9.png,2.png,k,5.016530996300954,green,No_Int,,,,,1,0,1,0,0,21,21,21,,,k,1,1.9761580989998038,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
16.png,6.608073368965585,1.png,13.png,k,5.507111306414756,green,No_Int,,,,,1,0,1,0,0,22,22,22,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,6.840779082829783,6.png,13.png,k,6.346778750153203,green,No_Int,,,,,1,0,1,0,0,23,23,23,,,k,1,1.414821849999953,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
10.png,8.268485871626792,2.png,12.png,j,6.817850371353956,green,No_Int,,,,,2,0,2,0,0,0,0,0,,,j,1,0.8054925669998738,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
14.png,5.035909633707663,12.png,4.png,j,6.690147988395881,green,No_Int,,,,,2,0,2,0,0,1,1,1,,,j,1,2.5544757669999854,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,6.693236578967921,6.png,7.png,j,6.845024845121581,green,No_Int,,,,,2,0,2,0,0,2,2,2,,,j,1,1.2703099200002725,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
4.png,7.587129078335991,2.png,14.png,k,6.221165419253008,green,No_Int,,,,,2,0,2,0,0,3,3,3,,,k,1,2.070319326000117,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
12.png,7.565616017941053,8.png,4.png,k,5.956080199178817,green,No_Int,,,,,2,0,2,0,0,4,4,4,,,k,1,1.4734873020001942,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
2.png,6.8497525212435,12.png,4.png,j,5.912087307304546,green,No_Int,,,,,2,0,2,0,0,5,5,5,,,None,0,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,5.366383807513635,1.png,6.png,j,6.220856534763005,green,No_Int,,,,,2,0,2,0,0,6,6,6,,,j,1,2.3830454230001124,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,7.396878897410817,8.png,14.png,j,5.208344364229327,green,No_Int,,,,,2,0,2,0,0,7,7,7,,,k,0,2.7498983299997235,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,5.744191791680221,1.png,10.png,j,5.699094349802259,blue,Int,,,,,2,0,2,0,0,8,8,8,,,j,1,1.7796174349996363,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
15.png,5.810490701894938,13.png,6.png,k,6.177707248183919,blue,Int,,,,,2,0,2,0,0,9,9,9,,,j,0,2.494468880000113,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
16.png,5.416296624749869,13.png,5.png,k,5.623576301263414,blue,Int,,,,,2,0,2,0,0,10,10,10,,,k,1,1.2282415519998722,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
2.png,6.508460725453865,14.png,15.png,j,6.476779692769773,blue,Int,,,,,2,0,2,0,0,11,11,11,,,j,1,1.7668526279999242,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,7.900424800557621,7.png,3.png,j,6.101080404596982,blue,Int,,,,,2,0,2,0,0,12,12,12,,,j,1,1.8600741109999035,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,6.062969511792499,7.png,16.png,k,5.87997079986702,blue,Int,,,,,2,0,2,0,0,13,13,13,,,k,1,1.9302300370000012,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
12.png,5.423353861004872,4.png,14.png,j,6.827069544408602,blue,Int,,,,,2,0,2,0,0,14,14,14,,,j,1,2.1131527400002597,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
1.png,5.58864816033342,4.png,2.png,k,5.321818573827853,blue,Int,,,,,2,0,2,0,0,15,15,15,,,k,1,2.395528313000341,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
3.png,8.148693191519811,12.png,8.png,j,6.022352321934495,blue,Int,,,,,2,0,2,0,0,16,16,16,,,j,1,2.8123018279998178,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
7.png,6.735276248517462,10.png,13.png,k,5.293809489529759,blue,Int,,,,,2,0,2,0,0,17,17,17,,,k,1,1.141484071999912,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
10.png,8.828941004585555,12.png,14.png,j,5.745037605847539,blue,Int,,,,,2,0,2,0,0,18,18,18,,,j,1,0.9518427000002703,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,8.244046357673497,13.png,3.png,j,6.505813242040746,blue,Int,,,,,2,0,2,0,0,19,19,19,,,j,1,1.5698607929998616,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
8.png,6.241013931493227,2.png,14.png,j,6.539313335520107,blue,Int,,,,,2,0,2,0,0,20,20,20,,,j,1,0.7685619169997153,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
14.png,6.647203366631692,5.png,6.png,j,5.432150870767554,blue,Int,,,,,2,0,2,0,0,21,21,21,,,k,0,2.092404604999956,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,7.286618997504021,12.png,2.png,j,5.645050101373967,blue,Int,,,,,2,0,2,0,0,22,22,22,,,j,1,2.567973580999933,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
4.png,5.206472634791302,5.png,16.png,k,5.401526512250513,blue,Int,,,,,2,0,2,0,0,23,23,23,,,k,1,2.2218463030003477,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
2.png,5.322993485670509,9.png,16.png,j,5.997585665535437,blue,Int,,,,,3,0,3,0,0,0,0,0,,,j,1,2.8943109309998363,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
12.png,8.135154229553176,2.png,14.png,j,5.696865624091237,blue,Int,,,,,3,0,3,0,0,1,1,1,,,j,1,1.3690917809999519,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,8.67763184401795,11.png,13.png,k,5.54218147218212,blue,Int,,,,,3,0,3,0,0,2,2,2,,,k,1,1.969081961000029,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
11.png,5.71047057038049,2.png,10.png,k,5.873523641518641,blue,Int,,,,,3,0,3,0,0,3,3,3,,,k,1,2.2687530560001505,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
3.png,7.699684632138746,12.png,1.png,k,5.755978979741655,blue,Int,,,,,3,0,3,0,0,4,4,4,,,k,1,1.4389114290001999,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
16.png,7.131591767594804,3.png,13.png,k,6.624290516994621,blue,Int,,,,,3,0,3,0,0,5,5,5,,,k,1,1.8823598550002316,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
10.png,5.287065682842396,4.png,2.png,k,5.370651442668267,blue,Int,,,,,3,0,3,0,0,6,6,6,,,k,1,1.7298707189997913,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
1.png,8.549119737917293,2.png,4.png,j,6.881841287099627,blue,Int,,,,,3,0,3,0,0,7,7,7,,,j,1,1.225021014000049,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,5.273021056901484,1.png,13.png,k,5.827757933833625,blue,Int,,,,,3,0,3,0,0,8,8,8,,,k,1,1.700880030999997,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
14.png,7.54318136023882,6.png,5.png,k,6.491299222402593,blue,Int,,,,,3,0,3,0,0,9,9,9,,,k,1,2.2359504229998493,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
15.png,8.933682597399553,13.png,16.png,k,6.36531301588208,blue,Int,,,,,3,0,3,0,0,10,10,10,,,k,1,2.2265524939998613,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
7.png,5.957709254953045,3.png,13.png,k,5.656580250638644,blue,Int,,,,,3,0,3,0,0,11,11,11,,,k,1,0.9920183829999587,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
9.png,6.224719645700496,6.png,7.png,j,5.474936964371029,blue,Int,,,,,3,0,3,0,0,12,12,12,,,j,1,1.9288512200000696,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
13.png,6.402277764751902,10.png,1.png,k,5.360891270752028,blue,Int,,,,,3,0,3,0,0,13,13,13,,,k,1,2.79575398399993,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
4.png,8.408292207901479,14.png,9.png,j,6.32522763193918,blue,Int,,,,,3,0,3,0,0,14,14,14,,,j,1,1.4966400939997584,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
8.png,6.060952562701067,14.png,2.png,k,6.972969575266447,blue,Int,,,,,3,0,3,0,0,15,15,15,,,k,1,1.264727746999597,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
15.png,8.277711925668727,9.png,8.png,k,6.82856010318989,green,No_Int,,,,,3,0,3,0,0,16,16,16,,,k,1,1.8961658460002582,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
1.png,7.854821605542488,16.png,7.png,j,6.503715157765145,green,No_Int,,,,,3,0,3,0,0,17,17,17,,,j,1,1.9332720109996444,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
3.png,8.482505058657235,13.png,11.png,k,5.369816281125869,green,No_Int,,,,,3,0,3,0,0,18,18,18,,,k,1,2.8841214290005155,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
7.png,7.555234877471916,6.png,5.png,k,6.976389261835516,green,No_Int,,,,,3,0,3,0,0,19,19,19,,,k,1,1.5345739129998037,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
6.png,5.01602891172013,11.png,5.png,j,5.475384154768147,green,No_Int,,,,,3,0,3,0,0,20,20,20,,,j,1,2.598877368000103,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
5.png,8.658830647340462,1.png,3.png,j,6.898963491274797,green,No_Int,,,,,3,0,3,0,0,21,21,21,,,j,1,2.7195326459996068,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
8.png,8.857763194141127,12.png,14.png,k,5.354110924299734,green,No_Int,,,,,3,0,3,0,0,22,22,22,,,k,1,2.2588755759998094,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
16.png,8.16963261923491,1.png,13.png,k,5.139359491112728,green,No_Int,,,,,3,0,3,0,0,23,23,23,,,k,1,2.151759114000015,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,28,001,2019_Oct_08_0905,Integration Scanner Trials,3.0.1,60.003494243422,
