scene,dur,scene_a,scene_b,cor_resp,jitter,path,cond,Instructions5.thisRepN,Instructions5.thisTrialN,Instructions5.thisN,Instructions5.thisIndex,Int_All_Runs.thisRepN,Int_All_Runs.thisTrialN,Int_All_Runs.thisN,Int_All_Runs.thisIndex,Int_Run.thisRepN,Int_Run.thisTrialN,Int_Run.thisN,Int_Run.thisIndex,key_resp_8.keys,key_resp_8.rt,Resp.keys,Resp.corr,Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.png,5.950363709188972,7.png,2.png,k,5.214140217028601,blue,Int,,,,,0,0,0,0,0,10,10,10,,,k,1,1.8866825659988535,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
10.png,5.601268491905202,16.png,8.png,k,5.008013839956947,blue,Int,,,,,0,0,0,0,0,11,11,11,,,k,1,1.781500925999353,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
7.png,8.992830901961964,1.png,15.png,j,6.500803927308803,blue,Int,,,,,0,0,0,0,0,12,12,12,,,j,1,1.2302227410000341,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,5.069719933793566,2.png,14.png,j,5.672791222186699,blue,Int,,,,,0,0,0,0,0,13,13,13,,,j,1,1.8674820979995275,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,8.445065024075651,10.png,8.png,j,5.37372475521283,blue,Int,,,,,0,0,0,0,0,14,14,14,,,j,1,2.891035300001022,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
13.png,7.475642974343065,8.png,5.png,j,6.06694778068597,blue,Int,,,,,0,0,0,0,0,15,15,15,,,k,0,2.1112758109993592,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,5.283753228344738,15.png,11.png,j,6.583601321380604,blue,Int,,,,,0,0,0,0,0,16,16,16,,,j,1,2.7039454030000343,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,5.655061613521323,3.png,5.png,j,5.380548034778821,blue,Int,,,,,0,0,0,0,0,17,17,17,,,j,1,1.54705834699962,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,7.579651444773036,9.png,4.png,j,5.059797357514946,blue,Int,,,,,0,0,0,0,0,18,18,18,,,j,1,0.6661825079991104,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,6.860633603992262,15.png,10.png,j,6.536801589637698,blue,Int,,,,,0,0,0,0,0,19,19,19,,,j,1,2.2019889630009857,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
4.png,8.918124803027062,14.png,2.png,k,6.331019864492026,blue,Int,,,,,0,0,0,0,0,20,20,20,,,k,1,2.2668365110002924,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
15.png,7.014913151677341,16.png,8.png,k,5.472105214268645,blue,Int,,,,,0,0,0,0,0,21,21,21,,,k,1,1.319351762000224,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
16.png,5.962490317733741,5.png,6.png,j,5.666848972399421,blue,Int,,,,,0,0,0,0,0,22,22,22,,,j,1,1.6996858490001614,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
6.png,5.93157851692156,9.png,4.png,j,6.039983746078115,blue,Int,,,,,0,0,0,0,0,23,23,23,,,j,1,1.4423609280001983,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,5.89422017677657,15.png,13.png,j,5.399711689030294,green,No_Int,,,,,1,0,1,0,0,0,0,0,,,k,0,2.222672246000002,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,7.834612634908819,5.png,1.png,j,5.699758280016638,green,No_Int,,,,,1,0,1,0,0,1,1,1,,,k,0,1.8029691579995415,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
5.png,8.273096139684343,1.png,4.png,k,5.269714199227889,green,No_Int,,,,,1,0,1,0,0,2,2,2,,,k,1,1.5348206050002773,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,7.931227234168971,5.png,7.png,k,6.508840480604896,green,No_Int,,,,,1,0,1,0,0,3,3,3,,,k,1,1.3219028479998087,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,8.532458105088587,7.png,9.png,k,6.317749396775747,green,No_Int,,,,,1,0,1,0,0,4,4,4,,,k,1,1.9216137920011533,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
3.png,5.796042116424225,14.png,16.png,j,5.607749032248515,green,No_Int,,,,,1,0,1,0,0,5,5,5,,,j,1,1.3851242040000216,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,5.961720570203315,7.png,9.png,k,6.385716681300928,green,No_Int,,,,,1,0,1,0,0,6,6,6,,,k,1,1.8613376490011433,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,7.981031466837898,16.png,3.png,j,6.285569224753865,green,No_Int,,,,,1,0,1,0,0,7,7,7,,,j,1,1.3398968069996045,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,6.597890598806069,13.png,11.png,k,5.478102595329345,blue,Int,,,,,1,0,1,0,0,8,8,8,,,j,0,2.2194540960008453,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
11.png,8.801417741057067,8.png,16.png,j,6.022746077060902,blue,Int,,,,,1,0,1,0,0,9,9,9,,,j,1,1.5042310709995945,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
16.png,8.626977963320927,12.png,6.png,j,6.846363590218935,blue,Int,,,,,1,0,1,0,0,10,10,10,,,j,1,1.6378395550000278,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,6.232328307398561,14.png,7.png,k,6.640624361175759,blue,Int,,,,,1,0,1,0,0,11,11,11,,,k,1,2.4735356609999144,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,6.963005743915764,7.png,1.png,j,6.203761374886208,blue,Int,,,,,1,0,1,0,0,12,12,12,,,j,1,1.9997168390000297,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
5.png,6.291080853515224,7.png,9.png,k,5.974879352368239,blue,Int,,,,,1,0,1,0,0,13,13,13,,,k,1,2.2283949319989915,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
7.png,7.314422983185219,15.png,10.png,j,5.995685259471788,blue,Int,,,,,1,0,1,0,0,14,14,14,,,None,0,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
15.png,7.489348910595726,16.png,8.png,k,5.766276229914162,blue,Int,,,,,1,0,1,0,0,15,15,15,,,k,1,1.3305502589992102,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
3.png,5.773213456416839,9.png,6.png,k,6.07162423000634,blue,Int,,,,,1,0,1,0,0,16,16,16,,,j,0,1.1357371619997139,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,5.140097512799112,15.png,8.png,j,6.049804422642278,blue,Int,,,,,1,0,1,0,0,17,17,17,,,j,1,2.1482201630005875,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
13.png,6.680259140392354,3.png,8.png,k,6.532647690230291,blue,Int,,,,,1,0,1,0,0,18,18,18,,,j,0,2.139673702999062,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
10.png,7.173014469504674,13.png,11.png,k,5.107300012157539,blue,Int,,,,,1,0,1,0,0,19,19,19,,,j,0,2.359718111998518,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
6.png,5.354628043334586,7.png,4.png,k,5.529571887494398,blue,Int,,,,,1,0,1,0,0,20,20,20,,,k,1,1.34543038800075,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
4.png,6.588753522351246,15.png,14.png,k,5.321847057200495,blue,Int,,,,,1,0,1,0,0,21,21,21,,,k,1,1.5687242519998108,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,5.844617414430892,6.png,12.png,k,6.612824447434411,blue,Int,,,,,1,0,1,0,0,22,22,22,,,k,1,2.8044558860001416,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,6.744046675576976,2.png,4.png,k,5.825178423449787,blue,Int,,,,,1,0,1,0,0,23,23,23,,,k,1,2.0585416619996977,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
10.png,7.651941224727661,3.png,16.png,k,6.427405434185154,blue,Int,,,,,2,0,2,0,0,0,0,0,,,k,1,1.5530021009999473,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
6.png,6.350513559006033,7.png,2.png,k,6.203817653999819,blue,Int,,,,,2,0,2,0,0,1,1,1,,,k,1,2.2205291070004023,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
15.png,8.54208467374098,13.png,8.png,j,6.168631212116322,blue,Int,,,,,2,0,2,0,0,2,2,2,,,j,1,1.4689361689997895,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,7.391345489056146,14.png,1.png,k,5.360649617730275,blue,Int,,,,,2,0,2,0,0,3,3,3,,,k,1,1.9891484519994265,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,7.163159025801959,12.png,3.png,k,6.656617245537671,blue,Int,,,,,2,0,2,0,0,4,4,4,,,k,1,1.6342748509996454,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
5.png,5.836674135291032,6.png,7.png,j,6.20491280339836,blue,Int,,,,,2,0,2,0,0,5,5,5,,,j,1,1.8491588169999886,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
3.png,5.293318006240554,4.png,9.png,k,6.830749344659056,blue,Int,,,,,2,0,2,0,0,6,6,6,,,k,1,1.6003085119991738,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
11.png,5.50800803899372,3.png,8.png,k,6.006175426538154,blue,Int,,,,,2,0,2,0,0,7,7,7,,,k,1,1.3052549010008079,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,6.079099799555449,4.png,5.png,k,5.244604018916347,blue,Int,,,,,2,0,2,0,0,8,8,8,,,j,0,1.6975517959999706,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,7.596728038734578,8.png,13.png,k,6.672716107611596,blue,Int,,,,,2,0,2,0,0,9,9,9,,,k,1,2.7216116780000448,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,7.532307169143506,10.png,14.png,k,5.857281838393965,blue,Int,,,,,2,0,2,0,0,10,10,10,,,j,0,1.9527491480002936,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
4.png,5.972132222983709,2.png,15.png,j,6.485335258461992,blue,Int,,,,,2,0,2,0,0,11,11,11,,,j,1,1.731787054999586,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
16.png,6.535161264817603,12.png,5.png,j,6.387869346318335,blue,Int,,,,,2,0,2,0,0,12,12,12,,,j,1,1.1420445919993654,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
7.png,6.097805335575812,11.png,10.png,k,5.988613075892898,blue,Int,,,,,2,0,2,0,0,13,13,13,,,None,0,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,7.54644847660053,7.png,14.png,j,5.706988159113904,blue,Int,,,,,2,0,2,0,0,14,14,14,,,j,1,1.393072185001074,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
13.png,8.80638724139107,3.png,5.png,j,6.365534409175272,blue,Int,,,,,2,0,2,0,0,15,15,15,,,j,1,1.8466355050004495,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,8.330429674680286,7.png,1.png,j,5.152373872266869,green,No_Int,,,,,2,0,2,0,0,16,16,16,,,j,1,1.2926013099986449,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
4.png,8.349947850276843,12.png,9.png,j,6.459666855356344,green,No_Int,,,,,2,0,2,0,0,17,17,17,,,k,0,2.3122127059996274,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,5.374776424116269,15.png,16.png,k,6.420277166188468,green,No_Int,,,,,2,0,2,0,0,18,18,18,,,k,1,1.789675749001617,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
7.png,7.592799871534316,6.png,1.png,k,6.178888046084608,green,No_Int,,,,,2,0,2,0,0,19,19,19,,,k,1,1.8673540729996603,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
6.png,6.844268985783625,7.png,5.png,j,5.98214042459106,green,No_Int,,,,,2,0,2,0,0,20,20,20,,,j,1,1.847959766000713,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,5.454705651388222,15.png,14.png,k,6.321143183010986,green,No_Int,,,,,2,0,2,0,0,21,21,21,,,k,1,1.065930273000049,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,5.642954484407021,4.png,7.png,k,5.894972854955375,green,No_Int,,,,,2,0,2,0,0,22,22,22,,,k,1,1.9210772110000107,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
15.png,8.627395418129721,14.png,13.png,k,6.18143989431691,green,No_Int,,,,,2,0,2,0,0,23,23,23,,,k,1,1.2236850059998687,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
10.png,7.657771064019892,15.png,14.png,k,6.413567087705204,green,No_Int,,,,,3,0,3,0,0,0,0,0,,,k,1,2.069227509000484,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,5.53204147231135,7.png,1.png,j,5.271320840869096,green,No_Int,,,,,3,0,3,0,0,1,1,1,,,j,1,1.6135763999991468,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
5.png,8.39170225242698,12.png,2.png,k,5.889461907254718,green,No_Int,,,,,3,0,3,0,0,2,2,2,,,k,1,1.7361996979998366,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
13.png,7.838814581602508,14.png,8.png,k,5.137223154825204,green,No_Int,,,,,3,0,3,0,0,3,3,3,,,k,1,1.9647152489997097,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
16.png,6.148172220662401,15.png,3.png,j,5.670332527248227,green,No_Int,,,,,3,0,3,0,0,4,4,4,,,j,1,1.5525592689991754,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
3.png,8.027233831336032,16.png,11.png,k,6.833280257821262,green,No_Int,,,,,3,0,3,0,0,5,5,5,,,k,1,1.7983224929994321,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
11.png,8.000936446293013,15.png,13.png,j,5.02850162696941,green,No_Int,,,,,3,0,3,0,0,6,6,6,,,j,1,1.387627321000764,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,6.379688695237349,9.png,12.png,k,6.114766096582812,green,No_Int,,,,,3,0,3,0,0,7,7,7,,,k,1,1.895860126000116,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
6.png,5.90487725260126,2.png,7.png,j,6.1154117745233,blue,Int,,,,,3,0,3,0,0,8,8,8,,,j,1,1.7205894170001557,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
11.png,6.133750279967019,3.png,12.png,j,6.960895319527644,blue,Int,,,,,3,0,3,0,0,9,9,9,,,j,1,1.5348475929986307,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
3.png,5.497343837161587,4.png,6.png,k,5.95559789502455,blue,Int,,,,,3,0,3,0,0,10,10,10,,,k,1,1.69360678799967,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
10.png,5.478871217875017,3.png,11.png,k,6.530045995157447,blue,Int,,,,,3,0,3,0,0,11,11,11,,,k,1,1.3690341759993316,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
1.png,5.737261115112098,11.png,13.png,j,5.894616249911095,blue,Int,,,,,3,0,3,0,0,12,12,12,,,j,1,1.968917041000168,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
7.png,8.18751144872715,14.png,11.png,j,5.192315765530293,blue,Int,,,,,3,0,3,0,0,13,13,13,,,j,1,1.2295155040010286,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
4.png,8.696303562526372,15.png,14.png,k,5.095011344835784,blue,Int,,,,,3,0,3,0,0,14,14,14,,,k,1,1.8712418300001445,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
12.png,8.170196795011545,6.png,2.png,j,5.052844388145903,blue,Int,,,,,3,0,3,0,0,15,15,15,,,j,1,1.810944543000005,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
9.png,7.651002263989538,7.png,14.png,j,6.077306167123571,blue,Int,,,,,3,0,3,0,0,16,16,16,,,j,1,1.8093620210001973,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
5.png,5.385815241144615,6.png,7.png,j,6.773046643468737,blue,Int,,,,,3,0,3,0,0,17,17,17,,,j,1,1.2774678519999725,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
8.png,8.023442439681673,3.png,5.png,j,6.93823248052607,blue,Int,,,,,3,0,3,0,0,18,18,18,,,j,1,1.697210702999655,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
14.png,8.946720576985083,13.png,10.png,k,5.152374885326942,blue,Int,,,,,3,0,3,0,0,19,19,19,,,k,1,1.7838661920013692,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
13.png,6.28666285443567,8.png,16.png,j,5.238129708839699,blue,Int,,,,,3,0,3,0,0,20,20,20,,,j,1,1.8731510779998644,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
15.png,6.926717061533356,16.png,13.png,k,5.757139168306962,blue,Int,,,,,3,0,3,0,0,21,21,21,,,k,1,1.758352250999451,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
16.png,8.616994118833624,5.png,3.png,k,6.093521156082752,blue,Int,,,,,3,0,3,0,0,22,22,22,,,k,1,2.9000492970008054,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
2.png,7.488758819551457,15.png,10.png,j,5.64221081289206,blue,Int,,,,,3,0,3,0,0,23,23,23,,,k,0,2.533559639001396,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,30,001,2019_Oct_09_1241,Integration Scanner Trials,3.0.1,59.96169622848628,
